rookie_yr,state,count
1996,NC,3
1996,ND,1
1996,NE,1
1996,NJ,4
1996,NV,1
1996,NY,6
1996,Netherlands,1
1996,Nicaragua,1
1996,OH,9
1996,OK,1
1996,OR,2
1996,PA,5
1996,Panama,2
1996,Philippines,1
1996,Puerto Rico,4
1996,SC,3
1996,TN,1
1996,TX,7
1996,VA,4
1996,Venezuela,8
1996,WI,1
1997,AL,1
1997,Aruba,1
1997,Belgium,1
1997,CA,12
1997,Canada,4
1997,Cuba,2
1997,Curacao,1
1997,DE,2
1997,Dominican Republic,21
1997,FL,3
1997,GA,1
1997,IL,7
1997,IN,2
1997,Japan,3
1997,KS,1
1997,LA,2
1997,MA,1
1997,MD,3
1997,ME,1
1997,MI,2
1997,MN,2
1997,MS,3
1997,Mexico,2
1997,NC,5
1997,NE,1
1997,NH,1
1997,NJ,4
1997,NM,1
1997,NY,10
1997,Netherlands,1
1997,OH,6
1997,OK,5
1997,OR,2
1997,PA,6
1997,Puerto Rico,7
1997,SC,3
1997,SD,1
1997,TN,2
1997,TX,3
1997,VA,4
1997,Venezuela,3
1997,Viet Nam,1
1997,WA,3
1997,WI,2
1998,AL,3
1998,AR,1
1998,AZ,1
1998,Aruba,1
1998,Australia,1
1998,CA,29
1998,CO,1
1998,CT,5
1998,Canada,3
1998,Colombia,1
1998,Cuba,5
1998,DC,1
1998,Dominican Republic,15
1998,FL,3
1998,GA,5
1998,IL,6
1998,IN,2
1998,Japan,1
1998,KS,3
1998,KY,1
1998,LA,4
1998,MD,2
1998,MI,3
1998,MO,3
1998,MS,1
1998,Mexico,5
1998,NC,3
1998,NJ,5
1998,NY,8
1998,OH,1
1998,OR,2
1998,PA,2
1998,Panama,2
1998,Puerto Rico,3
1998,RI,1
1998,SC,1
1998,SD,1
1998,TN,3
1998,TX,6
1998,VA,2
1998,VT,1
1998,Venezuela,6
1998,WA,2
1998,WI,2
1999,AL,1
1999,AR,1
1999,AZ,1
1999,CA,21
1999,CO,1
1999,CT,1
1999,Canada,2
1999,Cuba,1
1999,Curacao,1
1999,Dominican Republic,19
1999,FL,4
1999,GA,4
1999,HI,2
1999,IA,3
1999,ID,1
1999,IL,4
1999,IN,1
1999,Japan,2
1999,KS,1
1999,KY,3
1999,LA,3
1999,MA,6
1999,MD,2
1999,MI,4
1999,MO,1
1999,MS,2
1999,Mexico,2
1999,NC,2
1999,NE,2
1999,NJ,2
1999,NY,5
1999,OH,6
1999,OK,1
1999,OR,2
1999,PA,6
1999,Panama,5
1999,Puerto Rico,6
1999,SC,3
1999,TN,1
1999,TX,12
1999,United Kingdom,1
1999,VA,2
1999,Venezuela,4
1999,WA,3
1999,WV,1
2000,AL,3
2000,AR,1
2000,AZ,1
2000,Aruba,1
2000,Australia,1
2000,CA,24
2000,Canada,2
2000,Dominican Republic,11
2000,FL,5
2000,GA,2
2000,IL,7
2000,IN,1
2000,Japan,2
2000,KY,1
2000,MA,3
2000,MN,1
2000,MO,2
2000,MS,1
2000,Mexico,1
2000,NJ,2
2000,NV,1
2000,NY,7
2000,Nicaragua,1
2000,OH,3
2000,OK,1
2000,OR,1
2000,PA,6
2000,Panama,1
2000,Puerto Rico,6
2000,RI,1
2000,SC,1
2000,TN,1
2000,TX,9
2000,UT,1
2000,VA,2
2000,Venezuela,6
2000,WA,4
2000,WI,1
2001,AK,1
2001,AR,2
2001,AZ,1
2001,Australia,1
2001,CA,24
2001,Canada,3
2001,Cuba,2
2001,DC,1
2001,Dominican Republic,13
2001,FL,4
2001,GA,3
2001,IA,1
2001,IL,9
2001,IN,2
2001,Japan,2
2001,KS,2
2001,KY,1
2001,LA,3
2001,MA,3
2001,MD,1
2001,MI,3
2001,MN,1
2001,MO,1
2001,MS,4
2001,NC,3
2001,NJ,2
2001,NM,1
2001,NV,1
2001,NY,4
2001,OH,10
2001,OK,1
2001,OR,1
2001,PA,4
2001,Panama,1
2001,Puerto Rico,10
2001,SC,2
2001,Singapore,1
2001,TN,2
2001,TX,7
2001,UT,2
2001,VA,4
2001,Venezuela,6
2001,WA,2
2001,WV,2
2002,AK,1
2002,AL,2
2002,AZ,2
2002,Australia,1
2002,CA,30
2002,CT,2
2002,Canada,1
2002,Cuba,3
2002,DE,2
2002,Dominican Republic,11
2002,FL,7
2002,GA,4
2002,Germany,1
2002,HI,1
2002,IA,2
2002,IL,5
2002,Japan,2
2002,KS,4
2002,KY,4
2002,LA,1
2002,MA,4
2002,MD,1
2002,ME,1
2002,MI,2
2002,MO,3
2002,MS,1
2002,Mexico,2
2002,NC,2
2002,NE,1
2002,NH,1
2002,NJ,3
2002,NY,4
2002,Nicaragua,1
2002,OH,4
2002,OR,2
2002,PA,5
2002,Puerto Rico,2
2002,SC,3
2002,SD,1
2002,TN,1
2002,TX,7
2002,UT,2
2002,VA,1
2002,Venezuela,9
2002,WA,3
2002,WI,1
2002,WV,1
2003,AL,3
2003,AZ,1
2003,Australia,1
2003,CA,25
2003,CO,1
2003,CT,1
2003,Canada,2
2003,Cuba,3
2003,DC,1
2003,Dominican Republic,18
2003,FL,12
2003,GA,5
2003,HI,2
2003,IA,2
2003,IL,5
2003,IN,3
2003,Japan,2
2003,KS,2
2003,KY,2
2003,LA,1
2003,MA,1
2003,MD,2
2003,MO,2
2003,Mexico,3
2003,NC,3
2003,ND,1
2003,NE,1
2003,NJ,2
2003,NM,1
2003,NV,1
2003,NY,2
2003,OH,3
2003,OK,2
2003,OR,1
2003,PA,1
2003,Puerto Rico,9
2003,RI,1
2003,SC,1
2003,South Korea,2
2003,TN,3
2003,TX,11
2003,VA,2
2003,Venezuela,12
2003,WA,4
2003,WI,1
2003,WV,2
2004,AL,1
2004,AZ,2
2004,Australia,1
2004,CA,25
2004,CO,1
2004,CT,1
2004,Canada,4
2004,Cuba,2
2004,Dominican Republic,11
2004,FL,12
2004,GA,1
2004,HI,1
2004,IA,1
2004,IL,8
2004,Japan,6
2004,KY,2
2004,LA,2
2004,MA,3
2004,MI,1
2004,MN,2
2004,MO,4
2004,MS,3
2004,Mexico,2
2004,NC,2
2004,NJ,1
2004,NY,6
2004,OH,4
2004,OK,1
2004,OR,1
2004,PA,4
2004,Puerto Rico,3
2004,SD,2
2004,TN,2
2004,TX,10
2004,U. S. Virgin Islands,1
2004,VA,2
2004,Venezuela,9
2004,WA,2
2004,WV,1
2004,WY,1
2005,AK,1
2005,AR,1
2005,Australia,1
2005,CA,25
2005,CO,1
2005,Canada,4
2005,Colombia,1
2005,Cuba,2
2005,DE,1
2005,Dominican Republic,25
2005,FL,13
2005,GA,2
2005,Germany,2
2005,IL,3
2005,IN,4
2005,Japan,2
2005,KS,2
2005,KY,3
2005,LA,3
2005,MA,1
2005,MD,3
2005,ME,1
2005,MI,1
2005,MN,3
2005,MO,1
2005,MS,1
2005,Mexico,3
2005,NC,4
2005,ND,1
2005,NE,2
2005,NJ,1
2005,NV,1
2005,NY,3
2005,OH,3
2005,OK,2
2005,OR,1
2005,PA,2
2005,Puerto Rico,1
2005,TX,12
2005,UT,2
2005,VA,1
2005,Venezuela,9
2005,WA,3
2005,WI,2
2005,WV,1
2006,AL,4
2006,AR,2
2006,AZ,4
2006,CA,20
2006,CO,2
2006,CT,1
2006,Canada,2
2006,Colombia,1
2006,Cuba,1
2006,Dominican Republic,27
2006,FL,10
2006,GA,12
2006,HI,3
2006,IL,6
2006,Japan,2
2006,KS,2
2006,KY,4
2006,LA,3
2006,MA,2
2006,MD,2
2006,MI,3
2006,MN,1
2006,MO,3
2006,MS,1
2006,NC,2
2006,ND,1
2006,NE,1
2006,NJ,1
2006,NM,1
2006,NV,2
2006,NY,3
2006,OH,4
2006,OK,3
2006,PA,2
2006,Panama,1
2006,Puerto Rico,7
2006,SC,1
2006,SD,1
2006,TN,1
2006,TX,7
2006,VA,7
2006,VT,1
2006,Venezuela,7
2006,WA,3
2007,AL,1
2007,AR,1
2007,AZ,3
2007,Australia,1
2007,CA,28
2007,CO,1
2007,CT,1
2007,Canada,4
2007,Cuba,1
2007,Dominican Republic,12
2007,FL,11
2007,GA,1
2007,HI,1
2007,IA,1
2007,ID,1
2007,IL,5
2007,IN,3
2007,Indonesia,1
2007,Ireland,1
2007,Japan,4
2007,KS,1
2007,KY,3
2007,LA,3
2007,MA,1
2007,MD,1
2007,MI,1
2007,MN,1
2007,MO,4
2007,MT,1
2007,Mexico,3
2007,NC,1
2007,NE,2
2007,NH,1
2007,NJ,2
2007,NV,1
2007,NY,6
2007,OH,8
2007,OK,3
2007,OR,2
2007,PA,3
2007,Panama,2
2007,Puerto Rico,3
2007,RI,1
2007,SC,1
2007,TN,2
2007,TX,13
2007,VA,1
2007,Venezuela,8
2007,WA,3
2007,WI,2
2007,WV,1
2008,AL,3
2008,AZ,1
2008,Australia,1
2008,CA,26
2008,CO,2
2008,CT,2
2008,Canada,1
2008,Curacao,2
2008,DC,1
2008,DE,1
2008,Dominican Republic,14
2008,FL,14
2008,GA,4
2008,IA,2
2008,IL,2
2008,IN,2
2008,Jamaica,2
2008,Japan,3
2008,KS,3
2008,KY,1
2008,LA,1
2008,MA,3
2008,MD,4
2008,MI,1
2008,MN,1
2008,MO,7
2008,Mexico,4
2008,NC,2
2008,NV,1
2008,NY,6
2008,Nicaragua,1
2008,Norway,1
2008,OH,2
2008,OK,2
2008,OR,4
2008,PA,1
2008,Panama,1
2008,Puerto Rico,1
2008,SC,1
2008,SD,1
2008,TN,1
2008,TX,12
2008,United Kingdom,1
2008,VA,1
2008,Venezuela,11
2008,WA,1
2008,WI,1
2009,AK,1
2009,AR,2
2009,AZ,3
2009,Australia,1
2009,CA,28
2009,CO,1
2009,Canada,7
2009,Cuba,2
2009,Curacao,2
2009,DC,1
2009,Dominican Republic,21
2009,FL,11
2009,GA,9
2009,IA,1
2009,IL,6
2009,IN,6
2009,Japan,4
2009,KS,2
2009,KY,3
2009,LA,3
2009,MD,5
2009,MI,5
2009,MO,6
2009,MS,7
2009,MT,1
2009,Mexico,3
2009,NC,3
2009,NE,1
2009,NH,1
2009,NJ,6
2009,NY,7
2009,Nicaragua,1
2009,OH,8
2009,OK,3
2009,OR,2
2009,PA,5
2009,Puerto Rico,5
2009,SC,2
2009,TN,4
2009,TX,22
2009,U. S. Virgin Islands,1
2009,VA,3
2009,VT,1
2009,Venezuela,13
2009,WA,6
2009,WI,2
2010,AK,1
2010,AL,1
2010,AR,1
2010,Australia,1
2010,CA,26
2010,CO,5
2010,CT,1
2010,Canada,3
2010,Colombia,1
2010,Cuba,4
2010,Dominican Republic,16
2010,FL,11
2010,GA,6
2010,HI,1
2010,IL,6
2010,IN,3
2010,Japan,3
2010,KY,1
2010,LA,3
2010,MA,1
2010,MD,1
2010,MI,1
2010,MO,3
2010,MS,3
2010,Mexico,2
2010,NC,1
2010,NJ,3
2010,NM,1
2010,NY,3
2010,Nicaragua,1
2010,OH,2
2010,OK,1
2010,OR,2
2010,PA,4
2010,Panama,1
2010,Puerto Rico,2
2010,SC,2
2010,TX,18
2010,UT,1
2010,VA,3
2010,Venezuela,7
2010,WA,1
2010,WI,2
2011,AL,2
2011,AR,1
2011,AZ,4
2011,Australia,2
2011,CA,39
2011,Canada,3
2011,Cuba,3
2011,Curacao,1
2011,DE,1
2011,Dominican Republic,23
2011,FL,11
2011,GA,4
2011,HI,1
2011,IA,2
2011,ID,1
2011,IL,4
2011,IN,3
2011,Japan,2
2011,KS,2
2011,KY,3
2011,LA,2
2011,MA,5
2011,MD,2
2011,ME,1
2011,MI,3
2011,MN,1
2011,MO,3
2011,MS,3
2011,MT,1
2011,Mexico,1
2011,NC,5
2011,NJ,2
2011,NV,2
2011,NY,2
2011,OH,3
2011,OR,2
2011,Puerto Rico,5
2011,SC,3
2011,TN,4
2011,TX,10
2011,VA,2
2011,Venezuela,13
2011,WA,3
2011,WV,1
2012,AL,2
2012,AR,2
2012,Australia,2
2012,Brazil,1
2012,CA,28
2012,CT,3
2012,Canada,3
2012,Colombia,3
2012,Cuba,5
2012,Curacao,1
2012,Dominican Republic,18
2012,FL,10
2012,HI,1
2012,ID,1
2012,IL,4
2012,IN,1
2012,Italy,1
2012,Japan,4
2012,KS,1
2012,KY,4
2012,LA,3
2012,MA,1
2012,MD,1
2012,ME,2
2012,MI,2
2012,MN,1
2012,MO,3
2012,MS,2
2012,NC,1
2012,NE,2
2012,NH,1
2012,NJ,6
2012,NM,2
2012,NY,7
2012,OH,4
2012,OK,2
2012,PA,6
2012,Panama,1
2012,Puerto Rico,3
2012,SC,1
2012,SD,1
2012,TN,5
2012,TX,8
2012,UT,1
2012,VA,1
2012,Venezuela,9
2012,WI,1
2012,WV,1
2012,WY,1
2013,AL,3
2013,AZ,2
2013,Brazil,1
2013,CA,31
2013,Canada,3
2013,Colombia,1
2013,Cuba,3
2013,Curacao,1
2013,DC,1
2013,DE,1
2013,Dominican Republic,16
2013,FL,12
2013,GA,2
2013,IA,1
2013,ID,1
2013,IL,5
2013,IN,3
2013,Ireland,1
2013,LA,1
2013,MA,2
2013,MI,2
2013,MN,2
2013,MO,5
2013,MS,2
2013,Mexico,1
2013,NC,6
2013,NE,3
2013,NJ,1
2013,NY,4
2013,Netherlands,1
2013,OH,4
2013,OK,2
2013,PA,5
2013,Puerto Rico,3
2013,Saudi Arabia,1
2013,TN,4
2013,TX,16
2013,Venezuela,9
2013,WA,1
2013,WV,2
2014,AL,3
2014,AZ,1
2014,Aruba,1
2014,Bahamas,1
2014,CA,17
2014,CO,1
2014,CT,6
2014,Canada,1
2014,Cuba,6
2014,Curacao,1
2014,Dominican Republic,17
2014,FL,8
2014,GA,6
2014,HI,2
2014,IL,10
2014,IN,2
2014,Japan,3
2014,KS,2
2014,KY,2
2014,LA,2
2014,MD,1
2014,MI,3
2014,MN,1
2014,MO,2
2014,NC,3
2014,NJ,2
2014,NM,1
2014,NY,5
2014,OH,3
2014,PA,2
2014,Puerto Rico,5
2014,RI,1
2014,SC,2
2014,TN,2
2014,TX,8
2014,VA,3
2014,Venezuela,16
2014,WA,1
2014,WY,1
2015,AL,3
2015,AZ,2
2015,Belize,1
2015,Brazil,1
2015,CA,33
2015,CT,1
2015,Canada,1
2015,Colombia,2
2015,Cuba,6
2015,DC,1
2015,DE,1
2015,Dominican Republic,21
2015,FL,11
2015,GA,4
2015,Germany,1
2015,IL,5
2015,IN,2
2015,KY,4
2015,LA,1
2015,MA,4
2015,MO,1
2015,Mexico,1
2015,NC,2
2015,NJ,3
2015,NM,1
2015,NV,3
2015,NY,5
2015,OH,9
2015,OK,2
2015,PA,3
2015,Panama,2
2015,Puerto Rico,7
2015,TN,2
2015,TX,21
2015,VA,2
2015,Venezuela,10
2015,WA,6
2015,WI,2
2016,AK,1
2016,AL,3
2016,AR,1
2016,AZ,1
2016,CA,26
2016,CO,1
2016,CT,1
2016,Colombia,1
2016,Cuba,2
2016,DC,1
2016,DE,1
2016,Dominican Republic,23
2016,FL,18
2016,GA,4
2016,Germany,1
2016,IA,2
2016,ID,2
2016,IL,1
2016,IN,4
2016,Japan,1
2016,KY,3
2016,LA,3
2016,MA,2
2016,MD,2
2016,MN,1
2016,MO,2
2016,MS,1
2016,Mexico,5
2016,NC,5
2016,NE,1
2016,NJ,1
2016,NM,1
2016,NV,6
2016,NY,5
2016,Nicaragua,1
2016,OH,1
2016,OK,5
2016,OR,2
2016,PA,4
2016,Panama,1
2016,Puerto Rico,4
2016,SC,4
2016,South Korea,3
2016,TN,4
2016,TX,10
2016,U. S. Virgin Islands,1
2016,VA,2
2016,Venezuela,16
2016,WA,2
2017,AL,1
2017,AZ,4
2017,Australia,1
2017,CA,27
2017,CO,2
2017,Canada,1
2017,Cuba,3
2017,Curacao,1
2017,Dominican Republic,28
2017,FL,15
2017,GA,7
2017,Germany,1
2017,Hong Kong,1
2017,IA,1
2017,ID,1
2017,IL,6
2017,IN,4
2017,KY,2
2017,LA,2
2017,MA,5
2017,MD,1
2017,MO,1
2017,MS,3
2017,NC,3
2017,ND,1
2017,NV,2
2017,NY,5
2017,OH,7
2017,OK,2
2017,OR,4
2017,PA,6
2017,Panama,2
2017,SC,4
2017,SD,1
2017,TN,2
2017,TX,10
2017,VA,3
2017,Venezuela,15
2017,WA,2
2017,WY,1
2018,AL,6
2018,AR,2
2018,AZ,11
2018,Brazil,2
2018,CA,67
2018,CO,3
2018,CT,2
2018,Canada,3
2018,Colombia,5
2018,Cuba,5
2018,DE,1
2018,Dominican Republic,62
2018,FL,37
2018,GA,16
2018,HI,1
2018,IA,2
2018,ID,1
2018,IL,16
2018,IN,3
2018,Ireland,1
2018,Japan,3
2018,KS,3
2018,KY,2
2018,LA,6
2018,Lithuania,1
2018,MA,4
2018,MD,4
2018,MI,4
2018,MN,1
2018,MO,6
2018,MS,5
2018,MT,1
2018,Mexico,6
2018,NC,13
2018,NE,1
2018,NH,4
2018,NJ,6
2018,NM,1
2018,NV,2
2018,NY,12
2018,Nicaragua,1
2018,OH,13
2018,OK,3
2018,OR,4
2018,PA,10
2018,Panama,4
2018,Puerto Rico,6
2018,RI,1
2018,SC,6
2018,SD,1
2018,South Africa,1
2018,TN,8
2018,TX,30
2018,U. S. Virgin Islands,1
2018,VA,8
2018,Venezuela,31
2018,WA,9
2018,WI,3
2018,WV,2
1871,IL,1
