name,rookie_yr,birth_state
Gabe Molina,2003,CO
Jose Molina,2003,Puerto Rico
Craig Monroe,2003,TX
Jose Morban,2003,Dominican Republic
Tony Mounce,2003,CA
Eric Munson,2003,CA
Xavier Nady,2003,CA
Blaine Neal,2003,NJ
Laynce Nix,2003,TX
Wes Obermueller,2003,IA
Miguel Ojeda,2003,Mexico
Miguel Olivo,2003,Dominican Republic
Ray Olmedo,2003,Venezuela
Eddie Oropesa,2003,Cuba
Lyle Overbay,2003,WA
Jarrod Patterson,2003,AL
John Patterson,2003,FL
Jhonny Peralta,2003,Dominican Republic
Tommy Phelps,2003,South Korea
Brandon Phillips,2003,NC
Jason Phillips,2003,MO
Scott Podsednik,2003,TX
Brady Raggio,2003,CA
Horacio Ramirez,2003,CA
Steve Randolph,2003,Japan
Brian Reith,2003,IN
Jose Reyes,2003,Dominican Republic
Juan Rincon,2003,Venezuela
Carlos Rivera,2003,Puerto Rico
Juan Rivera,2003,Venezuela
Jeriome Robertson,2003,KS
Nate Robertson,2003,KS
Francisco Rodriguez,2003,Cuba
Ricardo Rodriguez,2003,CA
Mandy Romero,2003,FL
Matt Roney,2003,OK
Rodrigo Rosario,2003,Dominican Republic
David Ross,2003,GA
Wilkin Ruan,2003,Dominican Republic
Carl Sadler,2003,FL
Angel Santos,2003,Puerto Rico
Todd Sears,2003,IA
Brian Shouse,2003,IL
Kyle Snyder,2003,TX
Rafael Soriano,2003,Dominican Republic
Chris Spurling,2003,OH
Jason Standridge,2003,AL
Mark Teixeira,2003,MD
Kevin Tolar,2003,FL
Andres Torres,2003,Dominican Republic
Billy Traber,2003,CA
Derrick Turnbow,2003,TN
Luis Ugueto,2003,Venezuela
Chase Utley,2003,CA
Jose Valverde,2003,Dominican Republic
Claudio Vargas,2003,Dominican Republic
Jorge Velandia,2003,Venezuela
Brandon Villafuerte,2003,HI
Oscar Villarreal,2003,Mexico
Ryan Vogelsong,2003,NC
Brad Voyles,2003,WI
Mark Watson,2003,
Brandon Webb,2003,KY
Ty Wigginton,2003,CA
Jerome Williams,2003,HI
Dontrelle Willis,2003,VA
Kevin Witt,2003,NC
Mike Adams,2004,CA
Jon Adkins,2004,WV
Tony Alvarez,2004,Venezuela
Alfredo Amezaga,2004,Mexico
Grant Balfour,2004,Australia
Jason Bay,2004,Canada
Erik Bedard,2004,Canada
Francis Beltran,2004,Dominican Republic
Jeff Bennett,2004,TN
Rafael Betancourt,2004,Venezuela
Joe Borchard,2004,CA
Juan Brito,2004,Dominican Republic
John Buck,2004,WY
Kirk Bullinger,2004,LA
Nate Bump,2004,PA
Jamie Burke,2004,MA
Sean Burnett,2004,FL
Dave Bush,2004,PA
Daniel Cabrera,2004,Dominican Republic
Kiko Calero,2004,Puerto Rico
Shawn Camp,2004,VA
Jorge Cantu,2004,TX
Chris Capuano,2004,MA
Kevin Cash,2004,FL
Jose Castillo,2004,IL
Matthew Cepicky,2004,MO
Raul Chavez,2004,Venezuela
Vinnie Chulk,2004,FL
Howie Clark,2004,U. S. Virgin Islands
Brandon Claussen,2004,SD
Steve Colyer,2004,MO
Chad Cordero,2004,CA
Kevin Correia,2004,CA
Neal Cotts,2004,IL
Bobby Crosby,2004,CA
Joey Dawley,2004,CA
David DeJesus,2004,NY
Doug DeVore,2004,OH
Felix Diaz,2004,Dominican Republic
Kelly Dransfeldt,2004,IL
Justin Duchscherer,2004,SD
Nate Field,2004,CO
Ben Ford,2004,IA
Lew Ford,2004,TX
Frank Francisco,2004,Dominican Republic
Jason Frasor,2004,IL
Kevin Frederick,2004,IL
Mike Gallo,2004,CA
Daniel Garcia,2004,Dominican Republic
Jesse Garcia,2004,TX
Rosman Garcia,2004,Venezuela
Chad Gaudin,2004,LA
Geoff Geary,2004,NY
Ross Gload,2004,NY
Edgar Gonzalez,2004,Mexico
Luis Gonzalez,2004,FL
Mike Gonzalez,2004,Cuba
Ruben Gotay,2004,Puerto Rico
John Grabow,2004,MA
Jason Grabowski,2004,CT
Nick Green,2004,FL
Khalil Greene,2004,PA
Kevin Gregg,2004,OR
Zack Greinke,2004,FL
Jason Grilli,2004,MI
Scott Hairston,2004,TX
Josh Hancock,2004,MS
Tim Harikkala,2004,FL
Chad Harville,2004,TN
Matt Hensley,2004,CA
Adrian Hernandez,2004,Cuba
Matt Holliday,2004,OK
Ben Howard,2004,IL
Luke Hudson,2004,CA
Tim Hummel,2004,NY
Bucky Jacobsen,2004,VA
Marc Kroon,2004,NY
Gerald Laird,2004,CA
Jason Lane,2004,CA
Adam LaRoche,2004,CA
Nook Logan,2004,MS
Jose Lopez,2004,Venezuela
Luis Lopez,2004,NY
Noah Lowry,2004,CA
Hector Luna,2004,Dominican Republic
Bobby Madritsch,2004,IL
Ryan Madson,2004,CA
Val Majewski,2004,NJ
Mark Malaska,2004,OH
Sam Marsonek,2004,FL
Kazuo Matsui,2004,Japan
Joe Mauer,2004,MN
Cody McKay,2004,Canada
Aaron Miles,2004,CA
Matt Miller,2004,TX
Sergio Mitre,2004,CA
Yadier Molina,2004,Puerto Rico
Orber Moreno,2004,Venezuela
Justin Morneau,2004,Canada
Micheal Nakamura,2004,Japan
Shane Nance,2004,TX
Michael Neu,2004,CA
David Newhan,2004,CA
Phil Norton,2004,TX
Abraham Nunez,2004,Dominican Republic
Akinori Otsuka,2004,Japan
Josh Pearce,2004,WA
Kit Pellow,2004,MO
Antonio Perez,2004,Dominican Republic
Calvin Pickering,2004,
Colin Porter,2004,AZ
Alex Prieto,2004,Venezuela
Nick Punto,2004,CA
Robb Quinlan,2004,MN
Tim Raines,2004,FL
Erasmo Ramirez,2004,CA
Jon Rauch,2004,KY
Rene Reyes,2004,Venezuela
Adam Riggs,2004,OH
Matt Riley,2004,CA
Alex Rios,2004,AL
Jason Romano,2004,FL
Mike Ryan,2004,MO
Duaner Sanchez,2004,Dominican Republic
Marco Scutaro,2004,Venezuela
Grady Sizemore,2004,WA
Terrmel Sledge,2004,NC
Jason Smith,2004,PA
Jason Stanford,2004,AZ
Kazuhito Tadano,2004,Japan
So Taguchi,2004,Japan
Shingo Takatsu,2004,Japan
Aaron Taylor,2004,GA
Luis Terrero,2004,Dominican Republic
Marcus Thames,2004,MS
Charles Thomas,2004,CA
Chad Tracy,2004,NC
Chris Tremie,2004,TX
Eric Valent,2004,CA
Doug Waechter,2004,FL
Ryan Wagner,2004,TX
Tyler Walker,2004,CA
Justin Wayne,2004,HI
Todd Wellemeyer,2004,KY
Jayson Werth,2004,IL
Mike Wood,2004,FL
David Wright,2004,OH
Kevin Youkilis,2004,
Jason Young,2004,CA
Alan Zinter,2004,TX
Russ Adams,2005,NC
Chip Ambres,2005,TX
Jason Anderson,2005,IL
Greg Aquino,2005,Dominican Republic
Danny Ardoin,2005,LA
Ezequiel Astacio,2005,Dominican Republic
Garrett Atkins,2005,CA
Scott Baker,2005,CA
Clint Barmes,2005,IN
Jason Bartlett,2005,CA
Cliff Bartosh,2005,TX
Denny Bautista,2005,Dominican Republic
Matt Belisle,2005,TX
Heath Bell,2005,CA
Chad Bentz,2005,AK
Yuniesky Betancourt,2005,Cuba
Wilson Betemit,2005,Dominican Republic
Andres Blanco,2005,Venezuela
Tony Blanco,2005,Dominican Republic
Joe Blanton,2005,KY
Yhency Brazoban,2005,Dominican Republic
Brian Bruney,2005,OR
Eric Bruntlett,2005,IN
Ambiorix Burgos,2005,Dominican Republic
Chris Burke,2005,KY
Tim Byrdak,2005,IL
Robinson Cano,2005,Dominican Republic
Buddy Carlyle,2005,NE
Marcos Carvajal,2005,Venezuela
Gustavo Chacin,2005,Venezuela
Ryan Church,2005,CA
Jermaine Clark,2005,TX
JD Closser,2005,IN
Todd Coffey,2005,NC
Roman Colon,2005,Dominican Republic
Lance Cormier,2005,LA
David Cortes,2005,Mexico
Humberto Cota,2005,Mexico
Jesse Crain,2005,Canada
Bubba Crosby,2005,TX
Kyle Davies,2005,GA
Victor Diaz,2005,Dominican Republic
Craig Dingman,2005,KS
Greg Dobbs,2005,CA
Scott Dohmann,2005,LA
Juan Dominguez,2005,Dominican Republic
Ryan Doumit,2005,WA
Jason Dubois,2005,VA
Zach Duke,2005,TX
Mike Edwards,2005,WA
Brad Eldred,2005,FL
Jason Ellison,2005,CA
Edwin Encarnacion,2005,Dominican Republic
Randy Flores,2005,CA
Gavin Floyd,2005,MD
John Foster,2005,CA
Jeff Francis,2005,Canada
Jeff Francoeur,2005,Canada
Dave Gassner,2005,WI
Joey Gathright,2005,MS
Tony Giarratano,2005,NY
Jonny Gomes,2005,CA
Adrian Gonzalez,2005,CA
Mike Gosling,2005,WI
Curtis Granderson,2005,IL
Andy Green,2005,KY
Gabe Gross,2005,MD
Matt Guerrier,2005,Dominican Republic
Yamid Haad,2005,Colombia
Brad Halsey,2005,TX
Jeff Harris,2005,OH
Brad Hawpe,2005,TX
Brad Hennessey,2005,OH
Felix Hernandez,2005,Dominican Republic
Aaron Hill,2005,CA
Damon Hollins,2005,NY
Joe Horgan,2005,CA
Ryan Howard,2005,MO
Tadahito Iguchi,2005,Japan
Maicer Izturis,2005,Venezuela
Edwin Jackson,2005,Germany
Dan Johnson,2005,NE
Kelly Johnson,2005,KS
Mike Johnston,2005,MN
Scott Kazmir,2005,TX
Kenny Kelly,2005,FL
Casey Kotchman,2005,FL
Ryan Langerhans,2005,TX
Justin Lehr,2005,CA
Jon Leicester,2005,CA
Todd Linden,2005,WA
Pedro Liriano,2005,Dominican Republic
Kameron Loe,2005,CA
Alejandro Machado,2005,Venezuela
Anderson Machado,2005,Venezuela
Mike Mahoney,2005,MA
Gary Majewski,2005,TX
Brian McCann,2005,GA
Brandon McCarthy,2005,CA
Seth McClung,2005,WV
Marshall McDougall,2005,FL
Dallas McPherson,2005,NC
Mike Morse,2005,FL
Matt Murton,2005,FL
Dioner Navarro,2005,Venezuela
Lance Niekro,2005,FL
Ramon Nivar,2005,Dominican Republic
Roberto Novoa,2005,Dominican Republic
Franklin Nunez,2005,Dominican Republic
Will Ohman,2005,Germany
Tim Olson,2005,ND
Pete Orr,2005,Canada
Pablo Ozuna,2005,Dominican Republic
Juan Padilla,2005,Puerto Rico
Jorge Piedra,2005,CA
Scott Proctor,2005,FL
Chad Qualls,2005,CA
Humberto Quintero,2005,Venezuela
Julio Ramirez,2005,
Jeremy Reed,2005,NC
Nick Regilio,2005,FL
Jason Repko,2005,IN
Michael Restovich,2005,MN
Oscar Robles,2005,Mexico
Fernando Rodney,2005,Dominican Republic
John Rodriguez,2005,Cuba
Luis Rodriguez,2005,Venezuela
Wandy Rodriguez,2005,Dominican Republic
Freddy Sanchez,2005,CA
David Sanders,2005,OK
Ervin Santana,2005,Dominican Republic
Steve Schmoll,2005,MD
Scott Seabol,2005,PA
Bobby Seay,2005,FL
Chris Shelton,2005,UT
Andy Sisco,2005,CO
Ian Snell,2005,DE
Chris Snyder,2005,NJ
Zach Sorensen,2005,UT
Tim Stauffer,2005,ME
Huston Street,2005,TX
Jamal Strong,2005,CA
Cory Sullivan,2005,OK
Nick Swisher,2005,OH
Willy Taveras,2005,Dominican Republic
Mark Teahen,2005,CA
Rob Tejeda,2005,Dominican Republic
Brad Thompson,2005,NV
Derek Thompson,2005,FL
Matt Thornton,2005,MI
Terry Tiffee,2005,AR
Tony Torcato,2005,CA
Matt Treanor,2005,CA
Wilson Valdez,2005,Dominican Republic
Joe Valentine,2005,NY
Jason Vargas,2005,CA
Rickie Weeks,2005,FL
Matt White,2005,FL
Glenn Williams,2005,Australia
Michael Wuertz,2005,MN
Keiichi Yabu,2005,Japan
Chris Young,2005,PA
David Aardsma,2006,CO
Reggie Abercrombie,2006,GA
Jeremy Accardo,2006,AZ
Chris Aguila,2006,CA
Eliezer Alfonzo,2006,Venezuela
Brian Anderson,2006,MD
Willy Aybar,2006,Dominican Republic
Josh Barfield,2006,AR
Jose Bautista,2006,Dominican Republic
Jason Bergmann,2006,NJ
Chad Billingsley,2006,OH
Boof Bonser,2006,FL
Rob Bowen,2006,TX
Bill Bray,2006,VA
Eude Brito,2006,Dominican Republic
Chris Britton,2006,FL
Jonathan Broxton,2006,GA
Taylor Buchholz,2006,PA
Mike Burns,2006,CA
Freddie Bynum,2006,NC
Fernando Cabrera,2006,Puerto Rico
Melky Cabrera,2006,Dominican Republic
Matt Cain,2006,AL
Jose Capellan,2006,Dominican Republic
Matt Capps,2006,GA
Bernie Castro,2006,Dominican Republic
Fabio Castro,2006,Dominican Republic
Ronny Cedeno,2006,Venezuela
Tim Corcoran,2006,CA
Shane Costa,2006,CA
Chris Coste,2006,ND
Nelson Cruz,2006,Dominican Republic
Casey Daigle,2006,LA
Manny Delcarmen,2006,MA
Chris Denorfia,2006,CT
Matt Diaz,2006,Puerto Rico
Lenny DiNardo,2006,FL
Stephen Drew,2006,GA
Chris Duffy,2006,VT
Chris Duncan,2006,AZ
Andre Ethier,2006,AZ
Dana Eveland,2006,WA
Willie Eyre,2006,CA
Brandon Fahey,2006,TX
Scott Feldman,2006,HI
Prince Fielder,2006,CA
Bartolome Fortunato,2006,Dominican Republic
Choo Freeman,2006,AR
Emiliano Fruto,2006,Colombia
Jose Garcia,2006,Dominican Republic
Ryan Garko,2006,PA
Esteban German,2006,Dominican Republic
Alexis Gomez,2006,Dominican Republic
Enrique Gonzalez,2006,Venezuela
Tom Gorzelanny,2006,IL
Franklin Gutierrez,2006,Venezuela
Angel Guzman,2006,Venezuela
Freddy Guzman,2006,Dominican Republic
Cole Hamels,2006,CA
Tim Hamulack,2006,NY
Corey Hart,2006,KY
Ben Hendrickson,2006,MN
Clay Hensley,2006,TX
Jeremy Hermida,2006,GA
Roberto Hernandez,2006,Puerto Rico
Rich Hill,2006,MA
Travis Hughes,2006,KS
Joe Inglett,2006,CA
Conor Jackson,2006,TX
Mike Jacobs,2006,KY
Chuck James,2006,MO
Casey Janssen,2006,CA
Bobby Jenks,2006,CA
Kenji Johjima,2006,Japan
Ben Johnson,2006,SC
Josh Johnson,2006,IL
Matt Kemp,2006,OK
Howie Kendrick,2006,FL
Logan Kensing,2006,TX
Jeff Keppinger,2006,FL
Ian Kinsler,2006,AZ
Justin Knoedler,2006,IL
John Koronka,2006,FL
Jason Kubel,2006,SD
Brandon League,2006,CA
Justin Leone,2006,NV
Jon Lester,2006,WA
Francisco Liriano,2006,Dominican Republic
Adam Loewen,2006,Canada
Ruddy Lugo,2006,Dominican Republic
Paul Maholm,2006,MS
John Maine,2006,VA
Julio Manon,2006,Dominican Republic
Shaun Marcum,2006,MO
Nick Markakis,2006,NY
Carlos Marmol,2006,Dominican Republic
Sean Marshall,2006,VA
Andy Marte,2006,Dominican Republic
Russell Martin,2006,Canada
Juan Mateo,2006,Dominican Republic
Macay McBride,2006,GA
Dustin McGowan,2006,GA
Nate McLouth,2006,MI
Brandon Medders,2006,AL
Cla Meredith,2006,VA
Randy Messenger,2006,NV
Lastings Milledge,2006,KS
Zach Miner,2006,MO
Kendrys Morales,2006,Cuba
Chad Mottola,2006,GA
Scott Munter,2006,NE
Clint Nageotte,2006,OH
Mike Napoli,2006,FL
Fernando Nieve,2006,Venezuela
Ricky Nolasco,2006,CA
Scott Olsen,2006,MI
Chad Orvella,2006,WA
Angel Pagan,2006,Puerto Rico
Jonathan Papelbon,2006,LA
Ronny Paulino,2006,Dominican Republic
Hayden Penn,2006,CA
Joel Peralta,2006,Dominican Republic
Andy Phillips,2006,AL
Paul Phillips,2006,AL
Carlos Quentin,2006,CA
Omar Quintanilla,2006,TX
Elizardo Ramirez,2006,Dominican Republic
Hanley Ramirez,2006,Dominican Republic
Ramon Ramirez,2006,Dominican Republic
Chris Ray,2006,FL
Ken Ray,2006,GA
Anthony Reyes,2006,CA
John Rheinecker,2006,IL
Rene Rivera,2006,Puerto Rico
Saul Rivera,2006,Puerto Rico
Sendy Rleal,2006,Dominican Republic
Chris Roberson,2006,TX
Eddy Rodriguez,2006,Puerto Rico
Eddie Rogers,2006,Dominican Republic
Davis Romero,2006,Panama
Mike Rose,2006,CA
Cody Ross,2006,NM
Takashi Saito,2006,Japan
Anibal Sanchez,2006,Venezuela
Joe Saunders,2006,VA
Luke Scott,2006,FL
Brian Shackelford,2006,OK
Ryan Shealy,2006,FL
George Sherrill,2006,TN
James Shields,2006,GA
Jason Shiell,2006,GA
Brian Sikorski,2006,MI
Allan Simpson,2006,IL
Mike Smith,2006,VA
Chris Snelling,2006,MD
Jeremy Sowers,2006,OH
Ryan Spilborghs,2006,CA
Steve Stemle,2006,KY
Brian Sweeney,2006,NY
Brian Tallet,2006,OK
Ryan Theriot,2006,LA
Mike Thompson,2006,CO
Dan Uggla,2006,KY
Justin Verlander,2006,VA
Shane Victorino,2006,HI
Carlos Villanueva,2006,Dominican Republic
Adam Wainwright,2006,GA
Jered Weaver,2006,CA
Josh Willingham,2006,OH
Jake Woods,2006,CA
Tyler Yates,2006,HI
Ryan Zimmerman,2006,NC
Ben Zobrist,2006,IL
Joel Zumaya,2006,CA
Tony Abreu,2007,Dominican Republic
Matt Albers,2007,TX
Scott Atchison,2007,TX
Erick Aybar,2007,Dominican Republic
Jeff Baker,2007,WA
Brian Bannister,2007,AZ
Kevin Barry,2007,NJ
Jonah Bayliss,2007,MA
Kurt Birkins,2007,CA
Chris Booker,2007,AL
Chris Bootcheck,2007,IN
Jason Botts,2007,CA
Dallas Braden,2007,AZ
Ryan Braun,2007,Canada
Andrew Brown,2007,OH
Travis Buck,2007,WA
Ryan Bukvich,2007,IL
Brian Burres,2007,OR
Billy Butler,2007,LA
Asdrubal Cabrera,2007,Venezuela
Carmen Cali,2007,OH
Alberto Callaspo,2007,Venezuela
Kevin Cameron,2007,IL
Alexi Casilla,2007,Dominican Republic
Santiago Casilla,2007,
Matt Chico,2007,CA
Bryan Corey,2007,CA
Manny Corpas,2007,Panama
Jon Coutlangus,2007,FL
Enrique Cruz,2007,Dominican Republic
John Danks,2007,TX
Rajai Davis,2007,CT
Elijah Dukes,2007,FL
John Ennis,2007,CO
Yunel Escobar,2007,Cuba
Brian Falkenborg,2007,CA
Ryan Feierabend,2007,OH
Josh Fields,2007,Ireland
Jesus Flores,2007,Mexico
Ron Flores,2007,CA
Mike Fontenot,2007,LA
Kevin Frandsen,2007,CA
Kason Gabbard,2007,OH
Yovani Gallardo,2007,Mexico
Harvey Garcia,2007,Venezuela
Lee Gardner,2007,MI
Matt Garza,2007,CA
Justin Germano,2007,CA
Jerry Gil,2007,Dominican Republic
Andy Gonzalez,2007,Puerto Rico
Alex Gordon,2007,NE
Sean Green,2007,KY
Jeremy Guthrie,2007,OR
Tony Gwynn,2007,CA
Josh Hamilton,2007,NY
Jason Hammel,2007,SC
Justin Hampson,2007,IL
Jack Hannahan,2007,MN
Joel Hanrahan,2007,IA
Brendan Harris,2007,NY
Chris Heintz,2007,NY
Sean Henn,2007,TX
Yoel Hernandez,2007,Venezuela
Mike Hessman,2007,CA
Koyie Hill,2007,OK
Shawn Hill,2007,Canada
Jason Hirsh,2007,CA
Norris Hopper,2007,NC
Jon Huber,2007,CA
Phil Hughes,2007,CA
Chris Iannetta,2007,RI
Kei Igawa,2007,Japan
Akinori Iwamura,2007,Japan
Ubaldo Jimenez,2007,Dominican Republic
Tyler Johnson,2007,MO
Adam Jones,2007,CA
Greg Jones,2007,FL
Jeff Karstens,2007,CA
Don Kelly,2007,PA
Kyle Kendrick,2007,TX
Kevin Kouzmanoff,2007,CA
Pete LaForest,2007,Canada
Fred Lewis,2007,NY
Tim Lincecum,2007,WA
Adam Lind,2007,IN
Matt Lindstrom,2007,ID
Jesse Litsch,2007,FL
Wes Littleton,2007,CA
Bobby Livingston,2007,MO
Boone Logan,2007,NE
James Loney,2007,TX
Pedro Lopez,2007,Dominican Republic
Tom Mastny,2007,Indonesia
Jeff Mathis,2007,FL
Daisuke Matsuzaka,2007,Japan
Zach McClellan,2007,OH
Marty McLeary,2007,OH
Mark McLemore,2007,CA
Travis Metcalf,2007,KS
Andrew Miller,2007,FL
Miguel Montero,2007,Venezuela
Brandon Morrow,2007,CA
Dustin Moseley,2007,TX
Peter Moylan,2007,Australia
Donnie Murphy,2007,CA
Tommy Murphy,2007,NY
Pat Neshek,2007,WI
Wil Nieves,2007,Puerto Rico
Dustin Nippert,2007,WV
Hideki Okajima,2007,Japan
Daniel Ortmeier,2007,TN
Franquelis Osoria,2007,Dominican Republic
Henry Owens,2007,FL
Jerry Owens,2007,CA
Micah Owings,2007,GA
Dustin Pedroia,2007,CA
Mike Pelfrey,2007,OH
Tony Pena,2007,Dominican Republic
Hunter Pence,2007,TX
Rafael Perez,2007,Dominican Republic
Yusmeiro Petit,2007,Venezuela
Felix Pie,2007,Dominican Republic
Renyel Pinto,2007,Venezuela
Josh Rabe,2007,IL
Mike Rabelo,2007,FL
Ryan Raburn,2007,FL
Aaron Rakers,2007,IL
Cody Ransom,2007,AZ
Darrell Rasner,2007,NV
Eric Reed,2007,AR
Mark Reynolds,2007,KY
Danny Richar,2007,NY
Mike Rouse,2007,CA
Carlos Ruiz,2007,Panama
Brendan Ryan,2007,CA
Jeff Salazar,2007,OK
Brad Salmon,2007,FL
Jarrod Saltalamacchia,2007,FL
Chris Sampson,2007,TX
Jonathan Sanchez,2007,Puerto Rico
Chris Schroder,2007,OK
Skip Schumaker,2007,CA
Josh Sharpless,2007,PA
Kelly Shoppach,2007,TX
Kevin Slowey,2007,TX
Matt Smith,2007,MO
Andy Sonnanstine,2007,OH
Joakim Soria,2007,Mexico
Brian Stokes,2007,CA
Eric Stults,2007,IN
Kurt Suzuki,2007,HI
Jon Switzer,2007,KY
Taylor Tankersley,2007,MT
Jack Taschner,2007,WI
Jordan Tata,2007,TX
Kevin Thompson,2007,TX
Scott Thorman,2007,Canada
Troy Tulowitzki,2007,CA
Justin Upton,2007,VA
Lino Urdaneta,2007,Venezuela
Edinson Volquez,2007,Dominican Republic
Reggie Willits,2007,TN
Brian Wilson,2007,NH
Josh Wilson,2007,MD
Jason Wood,2007,NJ
Shane Youman,2007,LA
Chris Young,2007,PA
Delmon Young,2007,MO
Manny Acosta,2008,Panama
Josh Anderson,2008,Norway
Robert Andino,2008,FL
Matt Antonelli,2008,MA
Jose Arredondo,2008,Dominican Republic
Mike Aviles,2008,NY
Homer Bailey,2008,MI
John Baker,2008,CA
Wladimir Balentien,2008,Curacao
Collin Balester,2008,CA
Josh Banks,2008,MD
Brian Barton,2008,CA
Daric Barton,2008,MO
Brian Bass,2008,NC
Randor Bierd,2008,Dominican Republic
Nick Blackburn,2008,OK
Gregor Blanco,2008,Venezuela
Brandon Boggs,2008,MO
Emilio Bonifacio,2008,Dominican Republic
Michael Bourn,2008,TX
John Bowker,2008,CA
Blaine Boyer,2008,GA
Craig Breslow,2008,CT
Jay Bruce,2008,TX
Clay Buchholz,2008,TX
Emmanuel Burriss,2008,DC
Jared Burton,2008,SC
Brian Buscher,2008,FL
Jorge Campillo,2008,Mexico
Jesse Carlson,2008,CT
Jack Cassel,2008,CA
Kory Casto,2008,OR
Joba Chamberlain,2008,CA
Rocky Cherry,2008,TX
Jeff Clement,2008,IA
Buck Coats,2008,GA
Roy Corcoran,2008,LA
Johnny Cueto,2008,Dominican Republic
Chris Davis,2008,Jamaica
Joey Devine,2008,KS
Blake DeWitt,2008,MO
Joe Dillon,2008,MO
Phil Dumatrait,2008,CA
Shelley Duncan,2008,AZ
German Duran,2008,Mexico
Jacoby Ellsbury,2008,OR
Ben Francisco,2008,CA
Kosuke Fukudome,2008,Japan
Armando Galarraga,2008,Venezuela
Sean Gallagher,2008,MA
Dan Giese,2008,CA
Carlos Gomez,2008,Dominican Republic
Carlos Gonzalez,2008,Venezuela
Edgar Gonzalez,2008,Mexico
Carlos Guevara,2008,TX
Devern Hansack,2008,Nicaragua
Craig Hansen,2008,NY
Matt Harrison,2008,NC
Nathan Haynes,2008,CA
Chase Headley,2008,CO
Anderson Hernandez,2008,Dominican Republic
Luis Hernandez,2008,Venezuela
Luke Hochevar,2008,CO
Justin Huber,2008,Australia
Nick Hundley,2008,OR
Zach Jackson,2008,PA
Kelvin Jimenez,2008,Dominican Republic
Charlton Jimerson,2008,CA
Jim Johnson,2008,TN
Brandon Jones,2008,DE
Ryan Jorgensen,2008,FL
Matthew Joyce,2008,FL
Jair Jurrjens,2008,Curacao
Ian Kennedy,2008,CA
Clayton Kershaw,2008,TX
Brandon Knight,2008,CA
Masahide Kobayashi,2008,Japan
Hiroki Kuroda,2008,Japan
Aaron Laffey,2008,MD
Bryan LaHair,2008,MA
John Lannan,2008,NY
Andy LaRoche,2008,KS
Jensen Lewis,2008,OH
Radhames Liz,2008,Dominican Republic
Evan Longoria,2008,CA
Shane Loux,2008,SD
Mark Lowe,2008,TX
Jed Lowrie,2008,OR
Charlie Manning,2008,FL
Nick Masset,2008,FL
Justin Masterson,2008,Jamaica
Joe Mather,2008,WI
Paul McAnulty,2008,CA
Scott McClain,2008,CA
Kyle McClellan,2008,MO
Luis Mendoza,2008,Mexico
Pat Misch,2008,IL
Franklin Morales,2008,Venezuela
Nyjer Morgan,2008,CA
Charlie Morton,2008,OH
Brandon Moss,2008,GA
Edward Mujica,2008,Venezuela
Carlos Muniz,2008,CA
Daniel Murphy,2008,NY
David Murphy,2008,NY
Neal Musser,2008,IN
Brian Myrow,2008,TX
Joe Nelson,2008,CA
Ivan Ochoa,2008,Venezuela
Ross Ohlendorf,2008,TX
Garrett Olson,2008,CA
Manny Parra,2008,CA
Eric Patterson,2008,FL
Steve Pearce,2008,FL
Jailen Peguero,2008,Dominican Republic
Glen Perkins,2008,MN
Martin Prado,2008,Venezuela
David Purcey,2008,IL
Guillermo Quiroz,2008,Venezuela
Alexei Ramirez,2008,TX
Edwar Ramirez,2008,Dominican Republic
Chris Resop,2008,FL
Greg Reynolds,2008,CA
Shawn Riggans,2008,FL
Royce Ring,2008,CA
Connor Robertson,2008,AL
Sean Rodriguez,2008,FL
Alex Romero,2008,Venezuela
Josh Rupe,2008,VA
Juan Salas,2008,Dominican Republic
Humberto Sanchez,2008,Dominican Republic
Pablo Sandoval,2008,Venezuela
Dennis Sarfate,2008,NY
Max Scherzer,2008,MO
Nate Schierholtz,2008,NV
Doug Slaten,2008,CA
Greg Smith,2008,MD
Joe Smith,2008,MD
Geovany Soto,2008,Puerto Rico
Denard Span,2008,FL
Ryan Speier,2008,KY
Levale Speigner,2008,GA
Ian Stewart,2008,CA
Phil Stockman,2008,United Kingdom
Ryan Sweeney,2008,IA
Ty Taubenheim,2008,WA
Curtis Thigpen,2008,TX
Eugenio Velez,2008,Dominican Republic
Jose Veras,2008,Dominican Republic
Chris Volstad,2008,FL
Joey Votto,2008,Canada
Cory Wade,2008,IN
Les Walrond,2008,OK
Ehren Wassermann,2008,AL
Chris Waters,2008,FL
Brian Wolfe,2008,CA
Brandon Wood,2008,TX
Wesley Wright,2008,AL
Delwyn Young,2008,MO
Brad Ziegler,2008,KS
Winston Abreu,2009,Dominican Republic
Alfredo Aceves,2009,Mexico
Jonathan Albaladejo,2009,Puerto Rico
Brett Anderson,2009,MD
Elvis Andrus,2009,Venezuela
Alberto Arias,2009,NY
Joaquin Arias,2009,Dominican Republic
Jose Ascanio,2009,Venezuela
Michael Aubrey,2009,LA
Burke Badenhop,2009,GA
Andrew Bailey,2009,NJ
Jeff Bailey,2009,WA
Daniel Bard,2009,TX
Brian Barden,2009,CA
Antonio Bastardo,2009,Dominican Republic
Yorman Bazardo,2009,Venezuela
Gordon Beckham,2009,GA
Ronald Belisario,2009,Venezuela
Edwin Bellorin,2009,Venezuela
Brad Bergesen,2009,KY
Jason Berken,2009,WI
Roger Bernadina,2009,Curacao
Brian Bixler,2009,OH
Kyle Blanks,2009,PA
Jerry Blevins,2009,TN
Mitchell Boggs,2009,GA
